,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
486,Argentina,Spinach,1996,170000,591,54595,17.97
487,Argentina,Bell Peppers,1996,19344,591,54595,17.64
488,Argentina,Bell Peppers,1996,19344,591,54595,17.97
489,Argentina,Potatoes,1997,100000,591,77691,18.29
490,Argentina,Potatoes,1997,100000,591,77691,18.54
491,Argentina,Tomatoes,1997,45557,591,77691,18.29
492,Argentina,Tomatoes,1997,45557,591,77691,18.54
493,Argentina,Potatoes,1997,268502,591,77691,18.29
494,Argentina,Potatoes,1997,268502,591,77691,18.54
495,Argentina,Carrots,1997,53703,591,77691,18.29
496,Argentina,Carrots,1997,53703,591,77691,18.54
497,Argentina,Broccoli,1997,36845,591,77691,18.29
498,Argentina,Broccoli,1997,36845,591,77691,18.54
499,Argentina,Cucumbers,1997,17212,591,77691,18.29
500,Argentina,Cucumbers,1997,17212,591,77691,18.54
501,Argentina,Spinach,1997,145662,591,77691,18.29
502,Argentina,Spinach,1997,145662,591,77691,18.54
503,Argentina,Bell Peppers,1997,22426,591,77691,18.29
504,Argentina,Bell Peppers,1997,22426,591,77691,18.54
505,Argentina,Potatoes,1998,100000,591,62397,17.23
506,Argentina,Potatoes,1998,100000,591,62397,17.52
507,Argentina,Tomatoes,1998,60780,591,62397,17.23
508,Argentina,Tomatoes,1998,60780,591,62397,17.52
509,Argentina,Potatoes,1998,293744,591,62397,17.23
510,Argentina,Potatoes,1998,293744,591,62397,17.52
511,Argentina,Carrots,1998,47762,591,62397,17.23
512,Argentina,Carrots,1998,47762,591,62397,17.52
513,Argentina,Broccoli,1998,48105,591,62397,17.23
514,Argentina,Broccoli,1998,48105,591,62397,17.52
515,Argentina,Cucumbers,1998,26937,591,62397,17.23
516,Argentina,Cucumbers,1998,26937,591,62397,17.52
517,Argentina,Spinach,1998,175055,591,62397,17.23
518,Argentina,Spinach,1998,175055,591,62397,17.52
519,Argentina,Bell Peppers,1998,26088,591,62397,17.23
520,Argentina,Bell Peppers,1998,26088,591,62397,17.52
521,Argentina,Potatoes,1999,100000,591,62831.39,17.15
522,Argentina,Potatoes,1999,100000,591,62831.39,17.71
523,Argentina,Tomatoes,1999,53702,591,62831.39,17.15
524,Argentina,Tomatoes,1999,53702,591,62831.39,17.71
525,Argentina,Potatoes,1999,238938,591,62831.39,17.15
526,Argentina,Potatoes,1999,238938,591,62831.39,17.71
527,Argentina,Carrots,1999,57337,591,62831.39,17.15
528,Argentina,Carrots,1999,57337,591,62831.39,17.71
529,Argentina,Broccoli,1999,43845,591,62831.39,17.15
530,Argentina,Broccoli,1999,43845,591,62831.39,17.71
531,Argentina,Cucumbers,1999,24450,591,62831.39,17.15
532,Argentina,Cucumbers,1999,24450,591,62831.39,17.71
533,Argentina,Spinach,1999,143991,591,62831.39,17.15
534,Argentina,Spinach,1999,143991,591,62831.39,17.71
535,Argentina,Bell Peppers,1999,23028,591,62831.39,17.15
536,Argentina,Bell Peppers,1999,23028,591,62831.39,17.71
537,Argentina,Potatoes,2000,100000,591,63265.78,16.98
538,Argentina,Potatoes,2000,100000,591,63265.78,17.66
539,Argentina,Tomatoes,2000,54329,591,63265.78,16.98
540,Argentina,Tomatoes,2000,54329,591,63265.78,17.66
541,Argentina,Potatoes,2000,277566,591,63265.78,16.98
542,Argentina,Potatoes,2000,277566,591,63265.78,17.66
543,Argentina,Carrots,2000,47798,591,63265.78,16.98
544,Argentina,Carrots,2000,47798,591,63265.78,17.66
545,Argentina,Broccoli,2000,46477,591,63265.78,16.98
546,Argentina,Broccoli,2000,46477,591,63265.78,17.66
547,Argentina,Cucumbers,2000,23312,591,63265.78,16.98
548,Argentina,Cucumbers,2000,23312,591,63265.78,17.66
549,Argentina,Spinach,2000,151462,591,63265.78,16.98
550,Argentina,Spinach,2000,151462,591,63265.78,17.66
551,Argentina,Bell Peppers,2000,24873,591,63265.78,16.98
552,Argentina,Bell Peppers,2000,24873,591,63265.78,17.66
553,Argentina,Potatoes,2001,100000,591,63700.17,17.71
554,Argentina,Potatoes,2001,100000,591,63700.17,18.42
555,Argentina,Tomatoes,2001,54553,591,63700.17,17.71
556,Argentina,Tomatoes,2001,54553,591,63700.17,18.42
557,Argentina,Potatoes,2001,283768,591,63700.17,17.71
558,Argentina,Potatoes,2001,283768,591,63700.17,18.42
559,Argentina,Carrots,2001,57495,591,63700.17,17.71
560,Argentina,Carrots,2001,57495,591,63700.17,18.42
561,Argentina,Broccoli,2001,47429,591,63700.17,17.71
562,Argentina,Broccoli,2001,47429,591,63700.17,18.42
563,Argentina,Cucumbers,2001,25846,591,63700.17,17.71
564,Argentina,Cucumbers,2001,25846,591,63700.17,18.42
565,Argentina,Spinach,2001,155212,591,63700.17,17.71
566,Argentina,Spinach,2001,155212,591,63700.17,18.42
567,Argentina,Bell Peppers,2001,24934,591,63700.17,17.71
568,Argentina,Bell Peppers,2001,24934,591,63700.17,18.42
569,Argentina,Potatoes,2002,100000,591,64134.56,17.58
570,Argentina,Potatoes,2002,100000,591,64134.56,18.07
571,Argentina,Tomatoes,2002,60791,591,64134.56,17.58
572,Argentina,Tomatoes,2002,60791,591,64134.56,18.07
573,Argentina,Potatoes,2002,251347,591,64134.56,17.58
574,Argentina,Potatoes,2002,251347,591,64134.56,18.07
575,Argentina,Carrots,2002,57197,591,64134.56,17.58
576,Argentina,Carrots,2002,57197,591,64134.56,18.07
577,Argentina,Broccoli,2002,52691,591,64134.56,17.58
578,Argentina,Broccoli,2002,52691,591,64134.56,18.07
579,Argentina,Cucumbers,2002,26304,591,64134.56,17.58
580,Argentina,Cucumbers,2002,26304,591,64134.56,18.07
581,Argentina,Spinach,2002,155890,591,64134.56,17.58
582,Argentina,Spinach,2002,155890,591,64134.56,18.07
583,Argentina,Bell Peppers,2002,22398,591,64134.56,17.58
584,Argentina,Bell Peppers,2002,22398,591,64134.56,18.07
585,Argentina,Potatoes,2004,100000,591,65003.34,17.67
586,Argentina,Potatoes,2004,100000,591,65003.34,18.11
587,Argentina,Tomatoes,2004,63931,591,65003.34,17.67
588,Argentina,Tomatoes,2004,63931,591,65003.34,18.11
589,Argentina,Potatoes,2004,288717,591,65003.34,17.67
590,Argentina,Potatoes,2004,288717,591,65003.34,18.11
591,Argentina,Carrots,2004,62661,591,65003.34,17.67
592,Argentina,Carrots,2004,62661,591,65003.34,18.11
593,Argentina,Broccoli,2004,45531,591,65003.34,17.67
594,Argentina,Broccoli,2004,45531,591,65003.34,18.11
595,Argentina,Cucumbers,2004,22075,591,65003.34,17.67
596,Argentina,Cucumbers,2004,22075,591,65003.34,18.11
597,Argentina,Spinach,2004,154867,591,65003.34,17.67
598,Argentina,Spinach,2004,154867,591,65003.34,18.11
599,Argentina,Bell Peppers,2004,25441,591,65003.34,17.67
600,Argentina,Bell Peppers,2004,25441,591,65003.34,18.11
601,Argentina,Potatoes,2005,100000,591,65437.73,17.32
602,Argentina,Potatoes,2005,100000,591,65437.73,17.83
603,Argentina,Tomatoes,2005,73587,591,65437.73,17.32
604,Argentina,Tomatoes,2005,73587,591,65437.73,17.83
605,Argentina,Potatoes,2005,283917,591,65437.73,17.32
606,Argentina,Potatoes,2005,283917,591,65437.73,17.83
607,Argentina,Carrots,2005,60165,591,65437.73,17.32
608,Argentina,Carrots,2005,60165,591,65437.73,17.83
609,Argentina,Broccoli,2005,51872,591,65437.73,17.32
610,Argentina,Broccoli,2005,51872,591,65437.73,17.83
611,Argentina,Cucumbers,2005,27287,591,65437.73,17.32
612,Argentina,Cucumbers,2005,27287,591,65437.73,17.83
613,Argentina,Spinach,2005,154472,591,65437.73,17.32
614,Argentina,Spinach,2005,154472,591,65437.73,17.83
615,Argentina,Bell Peppers,2005,26356,591,65437.73,17.32
616,Argentina,Bell Peppers,2005,26356,591,65437.73,17.83
617,Argentina,Potatoes,2006,100000,591,65872.12,18.1
618,Argentina,Potatoes,2006,100000,591,65872.12,18.35
619,Argentina,Tomatoes,2006,59030,591,65872.12,18.1
620,Argentina,Tomatoes,2006,59030,591,65872.12,18.35
621,Argentina,Potatoes,2006,285828,591,65872.12,18.1
622,Argentina,Potatoes,2006,285828,591,65872.12,18.35
623,Argentina,Carrots,2006,70610,591,65872.12,18.1
624,Argentina,Carrots,2006,70610,591,65872.12,18.35
625,Argentina,Broccoli,2006,46778,591,65872.12,18.1
626,Argentina,Broccoli,2006,46778,591,65872.12,18.35
627,Argentina,Cucumbers,2006,26793,591,65872.12,18.1
628,Argentina,Cucumbers,2006,26793,591,65872.12,18.35
629,Argentina,Spinach,2006,143478,591,65872.12,18.1
630,Argentina,Spinach,2006,143478,591,65872.12,18.35
631,Argentina,Bell Peppers,2006,25302,591,65872.12,18.1
632,Argentina,Bell Peppers,2006,25302,591,65872.12,18.35
633,Argentina,Potatoes,2007,100000,591,81582.64,16.71
634,Argentina,Potatoes,2007,100000,591,81582.64,17.14
635,Argentina,Tomatoes,2007,76655,591,81582.64,16.71
636,Argentina,Tomatoes,2007,76655,591,81582.64,17.14
637,Argentina,Potatoes,2007,286765,591,81582.64,16.71
638,Argentina,Potatoes,2007,286765,591,81582.64,17.14
639,Argentina,Carrots,2007,65604,591,81582.64,16.71
640,Argentina,Carrots,2007,65604,591,81582.64,17.14
641,Argentina,Broccoli,2007,47021,591,81582.64,16.71
642,Argentina,Broccoli,2007,47021,591,81582.64,17.14
643,Argentina,Cucumbers,2007,29712,591,81582.64,16.71
644,Argentina,Cucumbers,2007,29712,591,81582.64,17.14
645,Argentina,Spinach,2007,141667,591,81582.64,16.71
646,Argentina,Spinach,2007,141667,591,81582.64,17.14
647,Argentina,Bell Peppers,2007,26234,591,81582.64,16.71
648,Argentina,Bell Peppers,2007,26234,591,81582.64,17.14
649,Argentina,Potatoes,2008,100000,591,87149.01,17.71
650,Argentina,Potatoes,2008,100000,591,87149.01,18.39
651,Argentina,Tomatoes,2008,64525,591,87149.01,17.71
652,Argentina,Tomatoes,2008,64525,591,87149.01,18.39
653,Argentina,Potatoes,2008,279412,591,87149.01,17.71
654,Argentina,Potatoes,2008,279412,591,87149.01,18.39
655,Argentina,Carrots,2008,68278,591,87149.01,17.71
656,Argentina,Carrots,2008,68278,591,87149.01,18.39
657,Argentina,Broccoli,2008,47474,591,87149.01,17.71
658,Argentina,Broccoli,2008,47474,591,87149.01,18.39
659,Argentina,Cucumbers,2008,28216,591,87149.01,17.71
660,Argentina,Cucumbers,2008,28216,591,87149.01,18.39
661,Argentina,Spinach,2008,145105,591,87149.01,17.71
662,Argentina,Spinach,2008,145105,591,87149.01,18.39
663,Argentina,Bell Peppers,2008,28271,591,87149.01,17.71
664,Argentina,Bell Peppers,2008,28271,591,87149.01,18.39
665,Argentina,Potatoes,2009,101695,591,61586.56,18.16
666,Argentina,Potatoes,2009,101695,591,61586.56,18.09
667,Argentina,Tomatoes,2009,55760,591,61586.56,18.16
668,Argentina,Tomatoes,2009,55760,591,61586.56,18.09
669,Argentina,Potatoes,2009,284439,591,61586.56,18.16
670,Argentina,Potatoes,2009,284439,591,61586.56,18.09
671,Argentina,Carrots,2009,68842,591,61586.56,18.16
672,Argentina,Carrots,2009,68842,591,61586.56,18.09
673,Argentina,Broccoli,2009,38752,591,61586.56,18.16
674,Argentina,Broccoli,2009,38752,591,61586.56,18.09
675,Argentina,Cucumbers,2009,18480,591,61586.56,18.16
676,Argentina,Cucumbers,2009,18480,591,61586.56,18.09
677,Argentina,Spinach,2009,151208,591,61586.56,18.16
678,Argentina,Spinach,2009,151208,591,61586.56,18.09
679,Argentina,Bell Peppers,2009,19628,591,61586.56,18.16
680,Argentina,Bell Peppers,2009,19628,591,61586.56,18.09
681,Argentina,Potatoes,2010,101000,591,105915.04,17.33
682,Argentina,Potatoes,2010,101000,591,105915.04,17.84
683,Argentina,Tomatoes,2010,78040,591,105915.04,17.33
684,Argentina,Tomatoes,2010,78040,591,105915.04,17.84
685,Argentina,Potatoes,2010,289849,591,105915.04,17.33
686,Argentina,Potatoes,2010,289849,591,105915.04,17.84
687,Argentina,Carrots,2010,57646,591,105915.04,17.33
688,Argentina,Carrots,2010,57646,591,105915.04,17.84
689,Argentina,Broccoli,2010,48163,591,105915.04,17.33
690,Argentina,Broccoli,2010,48163,591,105915.04,17.84
691,Argentina,Cucumbers,2010,29053,591,105915.04,17.33
692,Argentina,Cucumbers,2010,29053,591,105915.04,17.84
693,Argentina,Spinach,2010,149382,591,105915.04,17.33
694,Argentina,Spinach,2010,149382,591,105915.04,17.84
695,Argentina,Bell Peppers,2010,27113,591,105915.04,17.33
696,Argentina,Bell Peppers,2010,27113,591,105915.04,17.84
697,Argentina,Potatoes,2011,100000,591,100424.62,17.58
698,Argentina,Potatoes,2011,100000,591,100424.62,17.93
699,Argentina,Tomatoes,2011,63503,591,100424.62,17.58
700,Argentina,Tomatoes,2011,63503,591,100424.62,17.93
701,Argentina,Potatoes,2011,286657,591,100424.62,17.58
702,Argentina,Potatoes,2011,286657,591,100424.62,17.93
703,Argentina,Carrots,2011,67901,591,100424.62,17.58
704,Argentina,Carrots,2011,67901,591,100424.62,17.93
705,Argentina,Broccoli,2011,44029,591,100424.62,17.58
706,Argentina,Broccoli,2011,44029,591,100424.62,17.93
707,Argentina,Cucumbers,2011,26053,591,100424.62,17.58
708,Argentina,Cucumbers,2011,26053,591,100424.62,17.93
709,Argentina,Spinach,2011,148754,591,100424.62,17.58
710,Argentina,Spinach,2011,148754,591,100424.62,17.93
711,Argentina,Bell Peppers,2011,35063,591,100424.62,17.58
712,Argentina,Bell Peppers,2011,35063,591,100424.62,17.93
713,Argentina,Potatoes,2012,100000,591,136185.08,18.18
714,Argentina,Potatoes,2012,100000,591,136185.08,18.43
715,Argentina,Tomatoes,2012,57346,591,136185.08,18.18
716,Argentina,Tomatoes,2012,57346,591,136185.08,18.43
717,Argentina,Potatoes,2012,287821,591,136185.08,18.18
718,Argentina,Potatoes,2012,287821,591,136185.08,18.43
719,Argentina,Carrots,2012,66617,591,136185.08,18.18
720,Argentina,Carrots,2012,66617,591,136185.08,18.43
721,Argentina,Broccoli,2012,46534,591,136185.08,18.18
722,Argentina,Broccoli,2012,46534,591,136185.08,18.43
723,Argentina,Cucumbers,2012,22814,591,136185.08,18.18
724,Argentina,Cucumbers,2012,22814,591,136185.08,18.43
725,Argentina,Spinach,2012,148126,591,136185.08,18.18
726,Argentina,Spinach,2012,148126,591,136185.08,18.43
727,Argentina,Bell Peppers,2012,32199,591,136185.08,18.18
728,Argentina,Bell Peppers,2012,32199,591,136185.08,18.43
729,Argentina,Potatoes,2013,99459,591,171945.54,16.45
730,Argentina,Potatoes,2013,99459,591,171945.54,16.88
731,Argentina,Tomatoes,2013,66037,591,171945.54,16.45
732,Argentina,Tomatoes,2013,66037,591,171945.54,16.88
733,Argentina,Potatoes,2013,288984,591,171945.54,16.45
734,Argentina,Potatoes,2013,288984,591,171945.54,16.88
735,Argentina,Carrots,2013,67187,591,171945.54,16.45
736,Argentina,Carrots,2013,67187,591,171945.54,16.88
737,Argentina,Broccoli,2013,40852,591,171945.54,16.45
738,Argentina,Broccoli,2013,40852,591,171945.54,16.88
739,Argentina,Cucumbers,2013,25391,591,171945.54,16.45
740,Argentina,Cucumbers,2013,25391,591,171945.54,16.88
741,Argentina,Spinach,2013,147498,591,171945.54,16.45
742,Argentina,Spinach,2013,147498,591,171945.54,16.88
743,Argentina,Bell Peppers,2013,26581,591,171945.54,16.45
744,Argentina,Bell Peppers,2013,26581,591,171945.54,16.88
745,Armenia,Tomatoes,1992,32344,562,8,7.44
746,Armenia,Potatoes,1992,111301,562,8,7.44
747,Armenia,Bell Peppers,1992,21600,562,8,7.44
748,Armenia,Tomatoes,1993,32261,562,8,7.69
749,Armenia,Potatoes,1993,134416,562,8,7.69
750,Armenia,Bell Peppers,1993,22257,562,8,7.69
751,Armenia,Tomatoes,1994,32667,562,23,8.84
752,Armenia,Potatoes,1994,131195,562,23,8.84
753,Armenia,Bell Peppers,1994,17842,562,23,8.84
754,Armenia,Tomatoes,1995,18261,562,23.9,9.76
755,Armenia,Potatoes,1995,131196,562,23.9,9.76
756,Armenia,Bell Peppers,1995,25480,562,23.9,9.76
757,Armenia,Tomatoes,1996,22239,562,32,9.55
758,Armenia,Potatoes,1996,129626,562,32,9.55
759,Armenia,Bell Peppers,1996,23569,562,32,9.55
760,Armenia,Tomatoes,1997,45548,562,41.46,9.1
761,Armenia,Potatoes,1997,109362,562,41.46,9.1
762,Armenia,Bell Peppers,1997,17009,562,41.46,9.1
763,Armenia,Tomatoes,1998,26082,562,50.92,10.28
764,Armenia,Potatoes,1998,134409,562,50.92,10.28
765,Armenia,Bell Peppers,1998,20651,562,50.92,10.28
766,Armenia,Tomatoes,1999,40303,562,60.38,10.11
767,Armenia,Potatoes,1999,130618,562,60.38,10.11
768,Armenia,Bell Peppers,1999,19466,562,60.38,10.11
769,Armenia,Tomatoes,2000,23178,562,69.85,9.68
770,Armenia,Potatoes,2000,87349,562,69.85,9.68
771,Armenia,Bell Peppers,2000,16679,562,69.85,9.68
772,Armenia,Tomatoes,2001,37913,562,79.31,10.18
773,Armenia,Potatoes,2001,114619,562,79.31,10.18
774,Armenia,Bell Peppers,2001,22263,562,79.31,10.18
775,Armenia,Tomatoes,2002,37380,562,88.77,9.41
776,Armenia,Potatoes,2002,122814,562,88.77,9.41
777,Armenia,Bell Peppers,2002,23877,562,88.77,9.41
778,Armenia,Tomatoes,2004,61791,562,204.77,9.55
779,Armenia,Potatoes,2004,161509,562,204.77,9.55
780,Armenia,Bell Peppers,2004,23416,562,204.77,9.55
781,Armenia,Tomatoes,2005,44692,562,220.51,9.58
782,Armenia,Potatoes,2005,164459,562,220.51,9.58
783,Armenia,Bell Peppers,2005,20252,562,220.51,9.58
784,Armenia,Tomatoes,2006,33271,562,227.55,9.89
785,Armenia,Potatoes,2006,163418,562,227.55,9.89
786,Armenia,Bell Peppers,2006,14627,562,227.55,9.89
787,Armenia,Tomatoes,2007,53262,562,241.71,9.44
788,Armenia,Potatoes,2007,184719,562,241.71,9.44
789,Armenia,Bell Peppers,2007,25837,562,241.71,9.44
790,Armenia,Tomatoes,2008,53424,562,218.2,9.51
791,Armenia,Potatoes,2008,189096,562,218.2,9.51
792,Armenia,Bell Peppers,2008,24322,562,218.2,9.51
793,Armenia,Tomatoes,2009,57763,562,198.36,9.67
794,Armenia,Potatoes,2009,185496,562,198.36,9.67
795,Armenia,Bell Peppers,2009,22374,562,198.36,9.67
796,Armenia,Tomatoes,2010,46724,562,278.72,11.31
797,Armenia,Potatoes,2010,170146,562,278.72,11.31
798,Armenia,Bell Peppers,2010,21192,562,278.72,11.31
799,Armenia,Tomatoes,2011,54257,562,278.72,8.93
800,Armenia,Potatoes,2011,194426,562,278.72,8.93
801,Armenia,Bell Peppers,2011,28800,562,278.72,8.93
802,Armenia,Tomatoes,2012,62215,562,278.72,10.2
803,Armenia,Potatoes,2012,207151,562,278.72,10.2
804,Armenia,Bell Peppers,2012,26010,562,278.72,10.2
805,Armenia,Tomatoes,2013,67114,562,278.72,11.08
806,Armenia,Potatoes,2013,215290,562,278.72,11.08
807,Armenia,Bell Peppers,2013,31273,562,278.72,11.08
808,Australia,Tomatoes,1990,41821,534,17866,16.8
809,Australia,Tomatoes,1990,41821,534,17866,20.06
810,Australia,Tomatoes,1990,41821,534,17866,12.11
811,Australia,Tomatoes,1990,41821,534,17866,14.16
812,Australia,Tomatoes,1990,41821,534,17866,18.05
813,Australia,Tomatoes,1990,41821,534,17866,17.47
814,Australia,Potatoes,1990,289832,534,17866,16.8
815,Australia,Potatoes,1990,289832,534,17866,20.06
816,Australia,Potatoes,1990,289832,534,17866,12.11
817,Australia,Potatoes,1990,289832,534,17866,14.16
818,Australia,Potatoes,1990,289832,534,17866,18.05
819,Australia,Potatoes,1990,289832,534,17866,17.47
820,Australia,Carrots,1990,88000,534,17866,16.8
821,Australia,Carrots,1990,88000,534,17866,20.06
822,Australia,Carrots,1990,88000,534,17866,12.11
823,Australia,Carrots,1990,88000,534,17866,14.16
824,Australia,Carrots,1990,88000,534,17866,18.05
825,Australia,Carrots,1990,88000,534,17866,17.47
826,Australia,Broccoli,1990,24883,534,17866,16.8
827,Australia,Broccoli,1990,24883,534,17866,20.06
828,Australia,Broccoli,1990,24883,534,17866,12.11
829,Australia,Broccoli,1990,24883,534,17866,14.16
830,Australia,Broccoli,1990,24883,534,17866,18.05
831,Australia,Broccoli,1990,24883,534,17866,17.47
832,Australia,Cucumbers,1990,15718,534,17866,16.8
833,Australia,Cucumbers,1990,15718,534,17866,20.06
834,Australia,Cucumbers,1990,15718,534,17866,12.11
835,Australia,Cucumbers,1990,15718,534,17866,14.16
836,Australia,Cucumbers,1990,15718,534,17866,18.05
837,Australia,Cucumbers,1990,15718,534,17866,17.47
838,Australia,Spinach,1990,137140,534,17866,16.8
839,Australia,Spinach,1990,137140,534,17866,20.06
840,Australia,Spinach,1990,137140,534,17866,12.11
841,Australia,Spinach,1990,137140,534,17866,14.16
842,Australia,Spinach,1990,137140,534,17866,18.05
843,Australia,Spinach,1990,137140,534,17866,17.47
844,Australia,Bell Peppers,1990,16344,534,17866,16.8
845,Australia,Bell Peppers,1990,16344,534,17866,20.06
846,Australia,Bell Peppers,1990,16344,534,17866,12.11
847,Australia,Bell Peppers,1990,16344,534,17866,14.16
848,Australia,Bell Peppers,1990,16344,534,17866,18.05
849,Australia,Bell Peppers,1990,16344,534,17866,17.47
850,Australia,Tomatoes,1991,39938,534,17866,16.78
851,Australia,Tomatoes,1991,39938,534,17866,20.29
852,Australia,Tomatoes,1991,39938,534,17866,12.22
853,Australia,Tomatoes,1991,39938,534,17866,13.77
854,Australia,Tomatoes,1991,39938,534,17866,18.73
855,Australia,Tomatoes,1991,39938,534,17866,17.85
856,Australia,Potatoes,1991,285359,534,17866,16.78
857,Australia,Potatoes,1991,285359,534,17866,20.29
858,Australia,Potatoes,1991,285359,534,17866,12.22
859,Australia,Potatoes,1991,285359,534,17866,13.77
860,Australia,Potatoes,1991,285359,534,17866,18.73
861,Australia,Potatoes,1991,285359,534,17866,17.85
862,Australia,Carrots,1991,88427,534,17866,16.78
863,Australia,Carrots,1991,88427,534,17866,20.29
864,Australia,Carrots,1991,88427,534,17866,12.22
865,Australia,Carrots,1991,88427,534,17866,13.77
866,Australia,Carrots,1991,88427,534,17866,18.73
867,Australia,Carrots,1991,88427,534,17866,17.85
868,Australia,Broccoli,1991,19865,534,17866,16.78
869,Australia,Broccoli,1991,19865,534,17866,20.29
870,Australia,Broccoli,1991,19865,534,17866,12.22
871,Australia,Broccoli,1991,19865,534,17866,13.77
872,Australia,Broccoli,1991,19865,534,17866,18.73
873,Australia,Broccoli,1991,19865,534,17866,17.85
874,Australia,Cucumbers,1991,15551,534,17866,16.78
875,Australia,Cucumbers,1991,15551,534,17866,20.29
876,Australia,Cucumbers,1991,15551,534,17866,12.22
877,Australia,Cucumbers,1991,15551,534,17866,13.77
878,Australia,Cucumbers,1991,15551,534,17866,18.73
879,Australia,Cucumbers,1991,15551,534,17866,17.85
880,Australia,Spinach,1991,151142,534,17866,16.78
881,Australia,Spinach,1991,151142,534,17866,20.29
882,Australia,Spinach,1991,151142,534,17866,12.22
883,Australia,Spinach,1991,151142,534,17866,13.77
884,Australia,Spinach,1991,151142,534,17866,18.73
885,Australia,Spinach,1991,151142,534,17866,17.85
886,Australia,Bell Peppers,1991,14698,534,17866,16.78
887,Australia,Bell Peppers,1991,14698,534,17866,20.29
888,Australia,Bell Peppers,1991,14698,534,17866,12.22
889,Australia,Bell Peppers,1991,14698,534,17866,13.77
890,Australia,Bell Peppers,1991,14698,534,17866,18.73
891,Australia,Bell Peppers,1991,14698,534,17866,17.85
892,Australia,Tomatoes,1992,51721,534,22234,15.78
893,Australia,Tomatoes,1992,51721,534,22234,19.79
894,Australia,Tomatoes,1992,51721,534,22234,11.21
895,Australia,Tomatoes,1992,51721,534,22234,13.31
896,Australia,Tomatoes,1992,51721,534,22234,18.45
897,Australia,Tomatoes,1992,51721,534,22234,16.89
